title,page_title,type_main,type_sub,faction,grade,grade_raw,grade_sort,inner_property,positive_effect_raw,negative_effect_raw,effect_summary_raw,effect_tags,effect_tags_fine,recommend_path_lv1,recommend_path_lv2,recommend_path_lv3,build_bucket_lv1,build_bucket_lv2,build_bucket_source,build_bucket_confidence,requirement_attr_raw,requirement_attainment_raw,performance_note_raw,sources,confidence,notes
嫘祖剥茧式,功法/嫘祖剥茧式,摧破,指法,璇女派,6,奇·六品,4,混元,此功法发挥九成威力时，一定几率卸除敌人的1件衣装或护具或宝物，并根据卸除的装备的品级向敌人施加一个降低御体的损害状态,此功法发挥九成威力时，一定几率卸除敌人的1件衣装或护具或宝物，并根据卸除的装备的品级向敌人施加一个降低御气的损害状态,“黄帝之妃西陵氏曰嫘祖，以其始蚕，故又祀先蚕”。嫘祖剥茧式细腻精微，指力如抽丝剥茧，层层深入，可将一切守御消于无形。,威力|持续,直伤,,,,摧破,直伤类,inferred,medium,"灵敏：45
根骨：55
悟性：45","指法造诣：250
绘画造诣：200
道法造诣：200",,功法/嫘祖剥茧式,high,目录外功法
小九天九式,功法/小九天九式,摧破,拳掌,璇女派,6,奇·六品,4,混元,此功法发挥八成威力后，运用者获得9层此效果：运用者施展的所有「摧破」功法未能发挥十成威力时，运用者受到的外伤反震大幅降低，且功法施展结束后，运用者将获得施展功法消耗的一部分架势,此功法发挥八成威力后，运用者获得9层此效果：运用者施展的所有「摧破」功法未能发挥十成威力时，运用者受到的内伤反震大幅降低，且功法施展结束后，运用者将获得施展功法消耗的一部分提气,小九天九式变化精微，由三奇应克之数而化。诀曰：“六丙到巽，火起风行”，其起如旱地春雷；又曰：“六乙到坎，玉兔投泉”，其落如风流云散。,威力|护体|持续,直伤|生存|资源|反震,,,,摧破,直伤类,inferred,medium,"灵敏：55
根骨：45
悟性：45","拳掌造诣：250
绘画造诣：200
道法造诣：200",,功法/小九天九式,high,目录外功法
伏阴指,功法/伏阴指,摧破,指法,界青门,6,奇·六品,4,玄阴,此功法发挥八成威力后，运用者获得6层此效果：敌人受到的外伤有较高的几率变化为更难恢复的旧时外伤,此功法发挥八成威力后，运用者获得6层此效果：敌人受到的内伤有较高的几率变化为更难恢复的旧时内伤,伏阴指出入不露行迹，指力暗生暗发，中者仿佛被冰刀冰剑所割伤，伤口凝起白霜，纵然能够保住性命，此伤亦极难痊愈。,威力|持续|恢复,直伤|回复,,,,摧破,直伤类,inferred,medium,"灵敏：55
根骨：40
悟性：50","指法造诣：250
术数造诣：250",,功法/伏阴指,high,目录外功法
界青暗手快剑,功法/界青暗手快剑,摧破,剑法,界青门,6,奇·六品,4,玄阴,运用者在未施展过任何「摧破」功法前，此功法能够无消耗施展，且施展结束后，运用者会获得4个「杀」式；此功法发挥九成威力时，运用者能够从施展进度50%开始立即无消耗施展九阶的「剑法」攻击敌人，运用者每拥有2个「杀」式，可施展的「剑法」品阶也会提升，最高施展七阶的「剑法」,运用者在未施展过任何「摧破」功法前，此功法能够无消耗施展，且施展结束后，敌人会获得4个「杀」式；此功法发挥九成威力时，运用者能够从施展进度50%开始立即无消耗施展九阶的「剑法」攻击敌人，敌人每多拥有2个「杀」式，可施展的「剑法」品阶也会提升，最高施展七阶的「剑法」,界青暗手快剑招式隐秘，讲究：“发不见刃，收不见血”，出剑无影无踪，快如疾风之超尘，电火之行空，能断人颈项而首级绝不跌落。,威力,直伤|资源,摧破,直伤类,,摧破,直伤类,recommendation_page,high,灵敏：145,"剑法造诣：250
术数造诣：250",,功法/界青暗手快剑|前期功法推荐,high,
玉妃引,功法/玉妃引,摧破,乐器,百花谷,6,奇·六品,4,玄阴,开始施展此功法时，运用者所有低于初始值的真气恢复3点；此功法发挥十成威力时，运用者所有低于初始值的真气再次最多恢复6点,开始施展此功法时，敌人所有高于初始值的真气损耗3点；此功法发挥十成威力时，敌人所有高于初始值的真气再次最多损耗6点,玉妃引起时如琴瑟和鸣，花前舞霓裳，落时如鼙鼓同声，惊破千军师，时而缠绵迤逦，只道女儿心思，时而惊心动魄，却述飞蛾扑火，自取灭亡的痴心情长。,威力|真气|恢复,直伤|资源|回复,,,,摧破,直伤类,inferred,medium,"定力：55
悟性：90","乐器造诣：250
音律造诣：250",,功法/玉妃引,high,目录外功法
威灵仙化骨掌,功法/威灵仙化骨掌,摧破,拳掌,空桑派,6,奇·六品,4,归元,"根据此功法发挥的成数，向敌人施加一个降低步伐稳健的损害状态
每有一成-1.6%[加值]，上限80%","根据此功法发挥的成数，向敌人施加一个降低引气冲关的损害状态
每有一成-1.6%[加值]，上限80%",“威灵仙消积石，解骨鲠，性猛而功神也”。空桑派药毒双绝，能使良药化为奇毒，中此毒掌者筋消骨化，瘫软在地而亡。,威力,直伤,,,,摧破,直伤类,inferred,medium,"体质：55
根骨：45
悟性：45","拳掌造诣：250
医术造诣：200
毒术造诣：200",,功法/威灵仙化骨掌,high,目录外功法
碧血水仙,功法/碧血水仙,摧破,暗器,空桑派,6,奇·六品,4,归元,"此功法发挥一成威力后，运用者获得4层此效果：运用者以直接伤害对敌人造成的伤势标记越多，此功法的威力与攻击范围就累积增加越多，持续直到再次施展此功法
此功法至少发挥一成威力后，运用者获得4层此效果：运用者以直接伤害对敌人每造成一个伤势标记，此功法的威力就累积+20%加值，攻击范围就累积+1，持续直到再次施展此功法","此功法发挥一成威力后，运用者获得4层此效果：敌人以直接伤害对运用者造成的伤势标记越多，此功法的威力与攻击范围就累积增加越多，持续直到再次施展此功法
此功法至少发挥一成威力后，运用者获得4层此效果：敌人以直接伤害对运用者每造成一个伤势标记，此功法的威力就累积+20%加值，攻击范围就累积+1，持续直到再次施展此功法",碧血水仙乃是以药霜混入敌我鲜血而成的奇毒，毒血一遇空气便即凝固，形如六瓣水仙，坚逾金铁，可投之以杀敌，中者立毙。,威力|破体|持续,直伤|伤势联动,,,,摧破,直伤类,inferred,medium,"灵敏：55
体质：45
悟性：45","暗器造诣：250
医术造诣：200
毒术造诣：200",,功法/碧血水仙,high,目录外功法
磕金震玉小八式,功法/磕金震玉小八式,摧破,腿法,空桑派,6,奇·六品,4,混元,"此功法无法被反震；以此功法攻击敌人时，如果敌人的御体高于运用者的破体，此功法施展结束后，向运用者施加一个提高破体的增益状态，向敌人施加一个降低御体的损害状态
施展结束后，向运用者施加破体面板+4%加成的增益状态，向敌人施加一个御体面板-4%加成的减益状态，两种状态最高叠加至20%","此功法无法被反震；以此功法攻击敌人时，如果敌人的御气高于运用者的破气，此功法施展结束后，向运用者施加一个提高破气的增益状态，向敌人施加一个降低御气的损害状态
施展结束后，向运用者施加破气面板+4%加成的增益状态，向敌人施加一个御气面板-4%加成的减益状态，两种状态最高叠加至20%",有道是：“空桑药鼎判生死，大小八式定乾坤”，磕金震玉小八式乃空桑派之腿法精义所在，动迅静定，小巧精悍，出腿有锵锵之声，如金玉相击。,威力|护体|破体,直伤|生存|命中触发|反震,,,,摧破,直伤类,inferred,medium,"灵敏：80
悟性：65","腿法造诣：250
医术造诣：200
毒术造诣：200",,功法/磕金震玉小八式,high,目录外功法
黄坟砂,功法/黄坟砂,摧破,暗器,血犼教,6,奇·六品,4,归元,当施展此功法需要的式不足时，运用者可将其作为腿法施展，能够影响腿法的效果此时均会对此功法产生影响；此功法发挥八成威力后，运用者获得2层此效果：运用者每累积前进1距离，就会从施展进度50%开始，无消耗施展此功法攻击敌人，以此效果施展的此功法不会获得摧破效果层数,当施展此功法需要的式不足时，运用者可将其作为腿法施展，能够影响腿法的效果此时均会对此功法产生影响；此功法发挥八成威力后，运用者获得2层此效果：运用者每累积后退1距离，就会从施展进度50%开始，无消耗施展此功法攻击敌人，以此效果施展的此功法不会获得摧破效果层数,所谓：“一步枯骨一步砂，脚踏黄坟鬼离家”。黄坟砂裹于足底，伸足即发，其毒性之猛恶，纵是坟中恶鬼也不免退避三舍，离“家”而逃。,威力|持续,直伤|机动|资源|移动触发|距离控制,摧破,直伤类,,摧破,直伤类,recommendation_page,high,"膂力：55
灵敏：45
体质：45","暗器造诣：250
毒术造诣：200
杂学造诣：200",,功法/黄坟砂|前期功法推荐,high,
奇形龙爪索,功法/奇形龙爪索,摧破,御射,铸剑山庄,6,奇·六品,4,纯阳,此功法的最小攻击距离大幅降低；此功法发挥八成威力时，将敌人击退6距离，如果运用者额外消耗1个「机」式，敌人从越近的地方被击退，受到的伤害就提高越多,此功法的最大攻击距离大幅提高；此功法发挥八成威力时，将敌人拉近6距离，如果运用者额外消耗1个「机」式，敌人从越远的地方被拉近，受到的伤害就提高越多,奇形龙爪索不仅结构特异，运转巧妙，而且力量极大，破坏力惊人，可盘于臂上，抬手即发，中者如受狮虎扑击，轻则骨骼断折，重则裂肺掏心。,威力,直伤|机动|资源|距离控制,摧破,直伤类,,摧破,直伤类,recommendation_page,high,"膂力：50
体质：45
悟性：50","御射造诣：250
锻造造诣：150
制木造诣：150
织锦造诣：150
巧匠造诣：150",,功法/奇形龙爪索|前期功法推荐,high,
昆吾刀法,功法/昆吾刀法,摧破,刀法,铸剑山庄,6,奇·六品,4,混元,持续增加运用者所有刀的解封进度；如果运用者使用的兵器为“昆吾刀”，运用者能够从施展进度80%开始施展此功法，且根据此功法发挥的成数，额外增加“昆吾刀”的解封进度；释放“昆吾刀”的解封时，牺牲兵器的耐久或2个「机」式，随机大幅损坏敌人的3件护具或兵器的耐久,持续增加运用者所有刀的解封进度；运用者能够从施展进度40%开始施展此功法，如果敌我双方有任何人装备有「箫笛」、「瑶琴」，效果加倍，且可在解封任意刀时，大量牺牲解封兵器的耐久及3个任意可用的蓄式，随机大幅损坏敌人的3件护具或兵器的耐久,古人云：“割玉须用昆吾刀”。昆吾刀法虽非割玉之技，但招式灵动微妙，变化多端，行刀好似雕琢玉器，精巧细腻，亦如昆吾之割玉，当者寸断寸离。,持续,直伤,,,,摧破,直伤类,inferred,medium,"膂力：40
灵敏：65
悟性：40","刀法造诣：250
锻造造诣：150
制木造诣：150
织锦造诣：150
巧匠造诣：150",,功法/昆吾刀法,high,目录外功法
鬼头棒法,功法/鬼头棒法,摧破,长兵,铸剑山庄,6,奇·六品,4,纯阳,持续增加运用者所有长兵的解封进度；如果运用者使用的兵器为“青眼鬼头棒”，根据此功法发挥的成数，为运用者所有的兵器增加额外的解封进度，且额外增加“青眼鬼头棒”的解封进度；释放“青眼鬼头棒”的解封时，将一件运用者所装备的「宝物」临时生铸为带有“鬼眼灵琢”特性的其它同材质、同类型的「宝物」，若生铸的宝物品级高于原宝物，则需要牺牲3个精制物品，持续直到战斗结束或生铸的宝物耐久耗尽,持续增加运用者所有长兵的解封进度；根据此功法发挥的成数，为运用者所有的兵器增加额外的解封进度，如果运用者的灵敏、悟性均不低于65，效果加倍，且可在解封任意长兵时，将一件运用者所装备的「宝物」临时生铸为带有“鬼眼灵琢”特性的其它同材质、同类型的「宝物」，若生铸的宝物品级高于原宝物，则需要牺牲6个精制物品，持续直到战斗结束或生铸的宝物耐久耗尽,鬼头棒法诡秘、刚猛并重，虚引、实击共存，每式皆可由退改进，由进转退，即便击中敌身，亦可将劲力在虚实之间瞬间调转，令人难以预料。,命中|持续,直伤,,,,摧破,直伤类,inferred,medium,"膂力：45
灵敏：40
悟性：60","长兵造诣：250
锻造造诣：150
制木造诣：150
织锦造诣：150
巧匠造诣：150",,功法/鬼头棒法,high,目录外功法
心魔蛊降,功法/心魔蛊降,摧破,指法,五仙教,5,秘·五品,5,紫霞,此功法发挥九成威力时，为敌人种下未识主的心魔若蛊；心魔若蛊会在宿主的真气降低时，使宿主随机类型的真气再降低2点，并根据宿主原本降低的真气数量使对手获得蛊引，最多获得90只蛊引,此功法发挥九成威力时，为运用者种下已识主的心魔若蛊；心魔若蛊会在宿主的真气提高时，使宿主随机类型的真气再提高2点，并根据宿主原本提高的真气数量使宿主获得蛊引，最多获得90只蛊引,中心魔蛊者，狂性大发，状如疯魔，非气绝身死不能止歇。心魔蛊乃是五仙教用于惩罚叛徒的秘虫，极难炼制，形态亦鲜为人知。,威力|真气,直伤|资源,,,,摧破,直伤类,inferred,low,"定力：75
悟性：85","指法造诣：300
毒术造诣：300",,功法/心魔蛊降,high,目录外功法；build分类低置信度：摧破/直伤类
蚩尤铁鞭,功法/蚩尤铁鞭,摧破,软兵,五仙教,5,秘·五品,5,混元,以此功法攻击敌人时：运用者的破甲大幅提高；此功法发挥九成威力时，消除敌人所有的脚力，并将敌人击退6距离,以此功法攻击敌人时：运用者的破甲大幅提高；此功法发挥九成威力时，消除敌人所有的脚力，并将敌人拉近6距离,蚩尤铁鞭乃苗人自古秘传之奇技，既无盘转舞花，亦无抡旋蓄力，但说发便发，说起便起，能将一条软鞭使的直入直出，抖声如雷，发出千斤之巨力。,威力|身法,直伤|机动|命中触发|距离控制|穿透,,,,摧破,直伤类,inferred,low,"膂力：80
灵敏：50
体质：30","软兵造诣：300
毒术造诣：300",,功法/蚩尤铁鞭,high,目录外功法；build分类低置信度：摧破/直伤类
青蛛缠魂手,功法/青蛛缠魂手,摧破,拳掌,五仙教,5,秘·五品,5,紫霞,此功法发挥九成威力后：随机选定敌人的2个威力增强最多的「摧破」功法；运用者开始施展此功法时，此功法的威力提高相当于所选功法的威力增强；每当敌人施展所选功法，运用者也能从施展进度50%开始无消耗施展此功法,此功法发挥九成威力后：随机选定敌人的1个威力减弱最多的「摧破」功法；运用者开始施展此功法时，此功法的威力提高相当于所选功法的威力减弱；每当敌人施展所选功法，运用者也能从施展进度50%开始无消耗施展此功法,“青蛛有绝毒，缠魂五百世”。青蛛缠魂手奇诡莫测，掌力如丝如网，奇毒无比。青蛛绝毒更有“即令身死亦难尽除，仍会带往来世”之说。,威力,直伤|资源,,,,摧破,直伤类,inferred,low,"灵敏：100
悟性：60","拳掌造诣：300
毒术造诣：300",,功法/青蛛缠魂手,high,目录外功法；build分类低置信度：摧破/直伤类
鬼面追魂剑,功法/鬼面追魂剑,摧破,剑法,五仙教,5,秘·五品,5,紫霞,施展此功法的过程中，运用者可以不消耗脚力地前进最多4距离，运用者前进的距离越远，此功法的威力就提高越多,施展此功法的过程中，运用者可以不消耗脚力地后退最多4距离，运用者后退的距离越远，此功法的威力就提高越多,“行剑如鬼魅，如影紧相随，杀人不着面，夺魂不见人”。鬼面追魂剑有如阴魂之索命，行剑必隐于人后，绝不与人照面，无比诡异骇人。,威力|身法,直伤|机动|资源|移动触发|距离控制,,,,摧破,直伤类,inferred,low,"灵敏：100
悟性：60","剑法造诣：300
毒术造诣：300",,功法/鬼面追魂剑,high,目录外功法；build分类低置信度：摧破/直伤类
焚血功,功法/焚血功,摧破,暗器,伏龙坛,5,秘·五品,5,纯阳,开始施展此功法时，如果运用者有任何新增外伤，将运用者的3个随机新增外伤变化为1个更难恢复的旧时外伤，随后此功法的威力与攻击范围大幅提高,开始施展此功法时，如果运用者有任何新内伤，将运用者的3个随机新内伤变化为1个更难恢复的旧时内伤，随后此功法的威力与攻击范围大幅提高,焚血功狂猛暴烈，凶狠无比，行功者遍体赤红，血沸如焚，虽然此功过于霸道不能持久，但此时随手一掷就能生出千斤巨力。,威力|破体|恢复,直伤|回复,,,,摧破,直伤类,inferred,low,"膂力：60
体质：60
根骨：40","暗器造诣：300
品鉴造诣：240
厨艺造诣：240",,功法/焚血功,high,目录外功法；build分类低置信度：摧破/直伤类
狂龙八十一斩,功法/狂龙八十一斩,摧破,刀法,伏龙坛,5,秘·五品,5,纯阳,此功法发挥九成威力后，运用者获得4层此效果：敌人被此功法击中的部位受到的直接外伤会不断提高，持续直到战斗结束,此功法发挥九成威力后，运用者获得4层此效果：敌人被此功法击中的部位受到的直接内伤会不断提高，持续直到战斗结束,狂龙八十一斩尽走奇门凶格，刚猛狠厉至极。其起称“蛇夭矫”，谓“虚惊不宁，百事不利”；其落称“龙逃走”，谓“六畜皆伤，百事为凶”。,威力|命中|持续,直伤,,,,摧破,直伤类,inferred,low,"膂力：100
根骨：60","刀法造诣：300
品鉴造诣：240
厨艺造诣：240",,功法/狂龙八十一斩,high,目录外功法；build分类低置信度：摧破/直伤类
大金刚拳,功法/大金刚拳,摧破,拳掌,少林派,5,秘·五品,5,金刚,"以此功法攻击敌人时，如果运用者的膂力高于敌人，将运用者的一部分破气转移为破体；此功法发挥八成威力时，消耗运用者的10点膂力，向运用者施加一个提高破体的增益状态与一个降低破气的损害状态
将运用者的40%破气面板转移为破体[面板][加值]
向运用者施加一个提高破体的增益状态与一个降低破气的减益状态，效果为破体面板+10%加成、破气面板-10%加成，最多叠加两层","以此功法攻击敌人时，如果运用者的膂力高于敌人，将运用者的一部分破体转移为破气；此功法发挥八成威力时，消耗运用者的10点膂力，向运用者施加一个提高破气的增益状态与一个降低破体的损害状态
将运用者的40%破体面板转移为破气[面板][加值]
向运用者施加一个提高破气的增益状态与一个降低破体的减益状态，效果为破气面板+10%加成、破体面板-10%加成，最多叠加两层","向运用者施加一个提高破体的增益状态与一个降低破气的减益状态，效果为破体面板+10%加成、破气面板-10%加成，最多叠加两层|逆=**将运用者的40%破体面板转移为破气[面板][加值]
向运用者施加一个提高破气的增益状态与一个降低破体的减益状态，效果为破气面板+10%加成、破体面板-10%加成，最多叠加两层}}",威力|破体|持续,直伤|资源|命中触发,,,,摧破,直伤类,inferred,low,"膂力：40
定力：70
体质：50","拳掌造诣：300
佛学造诣：300",,功法/大金刚拳,high,目录外功法；build分类低置信度：摧破/直伤类
捏转金刚圈,功法/捏转金刚圈,摧破,指法,少林派,5,秘·五品,5,金刚,"此功法发挥八成威力后，运用者获得6层此效果：运用者受到的直接外伤降低30%，运用者能够反震敌人对运用者造成的直接外伤；此效果层数耗尽时，运用者从施展进度50%开始立即无消耗施展此功法攻击敌人，以此效果施展的此功法不会获得摧破效果层数
反震比例为80%","此功法发挥八成威力后，运用者获得6层此效果：运用者受到的直接内伤降低30%，运用者能够反震敌人对运用者造成的直接内伤；此效果层数耗尽时，运用者从施展进度50%开始立即无消耗施展此功法攻击敌人，以此效果施展的此功法不会获得摧破效果层数
反震比例为80%",“五指虚捏，圈转成环，力无所生，亦无所终，坚固不破，无能截断”，乃称“少林捏转金刚圈”。一切邪魔外道，皆缚于此圈方寸当中，再难脱缚伤人。,威力|护体|持续,直伤|生存|资源|反震,,,,摧破,直伤类,inferred,low,"膂力：70
定力：90","指法造诣：300
佛学造诣：300",,功法/捏转金刚圈,high,目录外功法；build分类低置信度：摧破/直伤类
光相指,功法/光相指,摧破,指法,峨眉派,5,秘·五品,5,紫霞,此功法的攻击范围始终为最大；此功法发挥八成威力时，运用者将敌人击退4距离，如果敌人被击退后与运用者的距离不大于8，运用者对敌人再造成一次同样的伤害,此功法的攻击范围始终为最大；此功法发挥八成威力时，运用者将敌人拉近4距离，如果敌人被拉近后与运用者的距离不小于4，运用者对敌人再造成一次同样的伤害,光相指可隔空而发，所指距离越远，指力笼罩范围越大。出指之际，指上宝光大盛，光有七色，灿然炫目，故名“光相”。,威力|破体,直伤|机动|距离控制,,,,摧破,直伤类,inferred,low,"定力：45
根骨：70
悟性：45","指法造诣：300
道法造诣：240
佛学造诣：240",,功法/光相指,high,目录外功法；build分类低置信度：摧破/直伤类
化影刺,功法/化影刺,摧破,奇门,峨眉派,5,秘·五品,5,混元,此功法发挥九成威力时，如果敌人的「轻灵」真气不低于初始值，使敌人失去30点「轻灵」真气，否则失去10点,此功法发挥九成威力时，如果敌人的「轻灵」真气不低于初始值，运用者自敌人体内吸取15点「轻灵」真气，否则吸取5点,化影刺难躲难让，从无捉摸，快如电光火石，尤擅藏形化影，正所谓：“以彼之有形当我之无形，彼何功可施，我何式可寻”。,威力|真气,直伤|资源,,,,摧破,直伤类,inferred,low,"灵敏：75
定力：45
悟性：40","奇门造诣：300
道法造诣：240
佛学造诣：240",,功法/化影刺,high,目录外功法；build分类低置信度：摧破/直伤类
移花接木手,功法/移花接木手,摧破,拳掌,峨眉派,5,秘·五品,5,紫霞,以此功法攻击敌人时，如果运用者的灵敏高于敌人，将敌人的一部分御体转移为御气；此功法发挥九成威力时，消耗运用者的10点灵敏，向敌人施加一个提高御气的增益状态与一个降低御体的损害状态,以此功法攻击敌人时，如果运用者的灵敏高于敌人，将敌人的一部分御气转移为御体；此功法发挥九成威力时，消耗运用者的10点灵敏，向敌人施加一个提高御体的增益状态与一个降低御气的损害状态,移花接木手若真若假，变幻莫测。招式看似轻柔无已，实则凌厉至极，正是：“柔为刚之本，刚为柔之用，若欲极刚，必力极柔”。,威力,直伤|资源|命中触发,,,,摧破,直伤类,inferred,low,"灵敏：60
定力：50
悟性：50","拳掌造诣：300
道法造诣：240
佛学造诣：240",,功法/移花接木手,high,目录外功法；build分类低置信度：摧破/直伤类
越女剑法,功法/越女剑法,摧破,剑法,峨眉派,5,秘·五品,5,混元,此功法发挥八成威力后，运用者获得7层此效果：大幅提高运用者追击敌人的几率,此功法发挥八成威力后，运用者获得7层此效果：大幅降低敌人追击运用者的几率,越女剑法松柔灵活，轻快神奇，出必向神，行必移魂，正是：“身若惊鸿莺穿柳，剑似追魂不离人；输赢只须出半手，纵是越女也失魂”。,威力|持续,直伤,,,,摧破,直伤类,inferred,low,"灵敏：110
定力：50","剑法造诣：300
道法造诣：240
佛学造诣：240",,功法/越女剑法,high,目录外功法；build分类低置信度：摧破/直伤类
大轮金刚杵,功法/大轮金刚杵,摧破,奇门,无量金刚宗,5,秘·五品,5,金刚,此功法发挥八成威力后，运用者获得2层此效果：运用者主动施展的「短杵」功法由逆练转变为正练，且受到转变的逆练「短杵」功法的威力大幅提高,此功法发挥八成威力后，运用者获得2层此效果：运用者主动施展的「短杵」功法由正练转变为逆练，且受到转变的正练「短杵」功法的威力大幅提高,大轮金刚乃“转法轮明王”也。大轮金刚杵有摧毁业障之法力，有断惑息灾之智德，行止忿怒狰狞，运杵轰如雷鸣，招式循环无断，法相圆转如轮。,威力|持续,直伤,,,,摧破,直伤类,inferred,low,"膂力：80
定力：40
体质：40","奇门造诣：300
佛学造诣：300",,功法/大轮金刚杵,high,门派标准化：金刚宗 -> 无量金刚宗；目录外功法；build分类低置信度：摧破/直伤类
太乙逍遥掌,功法/太乙逍遥掌,摧破,拳掌,武当派,5,秘·五品,5,混元,施展此功法的过程中，运用者可以前进最多4距离，运用者前进的距离越远，此功法的威力就提高越多，运用者每前进0.2距离就能够获得3点「奇窍」真气,施展此功法的过程中，运用者可以后退最多4距离，运用者后退的距离越远，此功法的威力就提高越多，运用者每后退0.2距离就能够获得3点「奇窍」真气,太乙逍遥掌乃道门内家掌法之绝技。其姿态飘逸灵动，洋洋洒洒，以意气为本而招式为末，双掌随意而发，无中生有，洒脱有如神仙，如入逍遥之境。,威力|真气,直伤|机动|资源|移动触发|距离控制,,,,摧破,直伤类,inferred,low,"灵敏：65
定力：50
根骨：45","拳掌造诣：300
道法造诣：300",,功法/太乙逍遥掌,high,目录外功法；build分类低置信度：摧破/直伤类
纯阳剑意,功法/纯阳剑意,摧破,剑法,武当派,5,秘·五品,5,纯阳,开始施展此功法时，如果运用者为童子、童女之身，根据运用者的内功发挥提高此功法的威力,开始施展此功法时，如果运用者非童子、童女之身，根据运用者的内功发挥提高此功法的威力,纯阳剑意柔活舒展，沉着勇壮，讲究“含而不露，隐而自悟，各法贯通，内有玄机”，剑气自然生发，可以消冰释雪，照夜伏邪。,威力,直伤,,,,摧破,直伤类,inferred,low,"定力：55
根骨：105","剑法造诣：300
道法造诣：300",,功法/纯阳剑意,high,目录外功法；build分类低置信度：摧破/直伤类
蚨母从子剑,功法/蚨母从子剑,摧破,剑法,然山派,5,秘·五品,5,紫霞,此功法发挥九成威力后，运用者获得8层此效果：每当运用者对敌人进行兵器攻击，敌人也会立即对运用者进行兵器攻击，且敌人因此攻击受到的反震伤害大幅提高,此功法发挥九成威力后，运用者获得8层此效果：每当运用者对敌人进行兵器攻击，敌人也会立即对运用者进行兵器攻击，且敌人因此攻击受到的反击伤害大幅提高,蚨母从子剑变化精微，因势利导，敌人不知不觉间已为剑招所牵引，再也难以摆脱，正是：“若蚨母之从子也，出无间，入无朕，独往独来，莫之能止”。,威力|护体|持续,直伤|生存|反震,,,,摧破,直伤类,inferred,low,"灵敏：70
悟性：90","剑法造诣：300
术数造诣：240
杂学造诣：240",,功法/蚨母从子剑,high,目录外功法；build分类低置信度：摧破/直伤类
斩鳌刀法,功法/斩鳌刀法,摧破,刀法,狮相门,5,秘·五品,5,金刚,此功法对敌人腿脚造成的直接伤势标记将变化为更难恢复的旧时伤势,此功法对敌人腿脚造成的直接伤害提高45%；此功法发挥八成威力时，损耗敌人所有的脚力,斩鳌刀法姿态低伏，专斩腿脚。传说“女娲断鳌足以立四极”，此刀法名曰“斩鳌”，意为一刀便可将擎持玄黄四极之支柱斩断，力量之大，非比寻常。,威力|身法|恢复,直伤|增伤|机动|伤势联动|回复,,,,摧破,直伤类,inferred,low,"膂力：120
体质：70",刀法造诣：300,,功法/斩鳌刀法,high,目录外功法；build分类低置信度：摧破/直伤类
寒潭藏虺式,功法/寒潭藏虺式,摧破,指法,璇女派,5,秘·五品,5,玄阴,战斗开始时，运用者获得0层此效果：每当运用者获得1点「轻灵」真气，此效果就提高1层，当此效果累积最多9层时，此功法的威力提高，且运用者能够从施展进度50%开始无消耗施展此功法攻击敌人，随后此效果恢复为0层,战斗开始时，运用者获得0层此效果：每当运用者失去1点「轻灵」真气，此效果就提高1层，当此效果累积最多9层时，此功法的威力提高，且运用者能够从施展进度50%开始无消耗施展此功法攻击敌人，随后此效果恢复为0层,寒潭藏虺式极为阴狠古怪，指力可潜藏于敌人四周许久不散，有如虺伏寒潭，不动声色，一旦发作，便似恶虺暴起，直取敌人要害，险恶难当。,威力|真气|持续|恢复,直伤|资源|真气获取|真气削减|回复,,,,摧破,直伤类,inferred,low,"灵敏：70
根骨：90","指法造诣：300
绘画造诣：240
道法造诣：240",,功法/寒潭藏虺式,high,目录外功法；build分类低置信度：摧破/直伤类
湘女泣苍梧,功法/湘女泣苍梧,摧破,乐器,璇女派,5,秘·五品,5,玄阴,开始施展此功法时，如果敌人有已逝世的配偶，敌人与已逝世的好感最低的配偶的好感越高，此功法的威力就提高越多，但如果敌人与已逝世的好感最低的配偶的好感低于热忱，此功法的威力反而会大幅降低,开始施展此功法时，如果运用者有已逝世的配偶，运用者与已逝世的好感最低的配偶的好感越高，此功法的威力就提高越多，但如果运用者与已逝世的好感最低的配偶的好感低于热忱，此功法的威力反而会大幅降低,“舜崩，二妃啼，以涕挥竹，竹尽斑”。湘女泣苍梧哀婉幽怨，思绪缠绵，闻此曲者，不由得悲从中来，终于肝肠寸断，心神俱伤。,威力,直伤,,,,摧破,直伤类,inferred,low,"根骨：100
悟性：60","乐器造诣：300
音律造诣：300",,功法/湘女泣苍梧,high,目录外功法；build分类低置信度：摧破/直伤类
天劫七曜指,功法/天劫七曜指,摧破,指法,界青门,5,秘·五品,5,玄阴,此功法发挥七成威力时，如果敌人的「摧破」真气不低于初始值，使敌人失去30点「摧破」真气，否则失去10点,此功法发挥七成威力时，如果敌人的「摧破」真气不低于初始值，运用者自敌人体内吸取15点「摧破」真气，否则吸取5点,天劫七曜指共有“日、月、金、木、水、火、土”七式，每一式又有七变。七曜指力既有相生，又有相克，或生生不息，或灭而后生，可谓变化如神。,威力|真气,直伤|资源,,,,摧破,直伤类,inferred,low,"灵敏：60
根骨：45
悟性：55","指法造诣：300
术数造诣：300",,功法/天劫七曜指,high,目录外功法；build分类低置信度：摧破/直伤类
